path	mode	blob	size	class	group	reason	judgment
data/lexicon/source-inventory/grade-11/khimiya-hryhorovych-grade11-2019-headwords.yaml	100644	5cb21d4bfdf7f16340ea32438fa1e600115a8d19	844755	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/matematyka-nelin-grade11-2019-glossary.yaml	100644	ca1cd6269f03852f3443b693a79a0bb5f4165416	201830	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/matematyka-nelin-grade11-2019-headwords.yaml	100644	3e41c28e001a268c71a45d3e3ef6d9de44d4f97e	686938	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/mystetstvo-nazarenko-grade11-2018-glossary.yaml	100644	1a1a9b5c58ac7d894287fa58320a4776e297963c	217089	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/mystetstvo-nazarenko-grade11-2018-headwords.yaml	100644	41e47184ccbd17541892ec4846a0fc2384e6a27e	1294871	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/pravoznavstvo-narovlianskyi-grade11-2019-glossary.yaml	100644	7d3021392b16335cf61399b85fc38fe31152b85a	207028	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/pravoznavstvo-narovlianskyi-grade11-2019-headwords.yaml	100644	aae10ed06aafb3a4cf231f49bb3ed41c8294c00c	1012922	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/ukrlit-avramenko-grade11-2019-glossary.yaml	100644	c6ce5d42f75e53dc75f74479d93d475552187738	218566	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/ukrlit-avramenko-grade11-2019-headwords.yaml	100644	a12733bed8b8884cacb6a0a4eafa8866c9f049b0	1962099	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/ukrmova-avramenko-grade11-2019-glossary.yaml	100644	83f0c5ad07468b564d749ba590d18324b5e47162	214296	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/ukrmova-avramenko-grade11-2019-headwords.yaml	100644	b3694a10d2db4819a838d92bd776de6a8ffcbce1	1515379	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/ukrmova-glazova-grade11-2019-glossary.yaml	100644	a322f85673b54d1f420cdeceb2fd3ba22912a5b0	214042	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/ukrmova-glazova-grade11-2019-headwords.yaml	100644	291eeae5712a269241c5d603393f583552c95088	1520868	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/vsesvitnia-istoriia-schupak-grade11-2024-glossary.yaml	100644	cdc0d57e89f34bcfa220520d83d32b3996e964b9	216236	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/vsesvitnia-istoriia-schupak-grade11-2024-headwords.yaml	100644	519555a03bcc20dded6b15f450e85c9eb81593b5	1895729	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/zakhyst-gudima-grade11-2019-glossary.yaml	100644	d56cd020ec506286c6eca122a515eefd93995134	226493	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/zakhyst-gudima-grade11-2019-headwords.yaml	100644	8a1196f5c252fcdb16343e2ecc34c76e359a9a1d	1935996	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/grade-11/zarlit-voloshhuk-grade11-2019-glossary.yaml	100644	356b466a1d0c9d1ce58c2ce0b3ca64c7af7388d9	222363	K	lexicon_glossaries	admitted source-backed glosses with nonregenerable review selection	rule
data/lexicon/source-inventory/grade-11/zarlit-voloshhuk-grade11-2019-headwords.yaml	100644	b8a30235888671eb61a97d7cdf07db033a5da5ba	1167166	A	lexicon_headword_candidates	extract_textbook_chunk_headword_inventory.py; regenerable with external textbook chunks and VESUM	rule
data/lexicon/source-inventory/ohoiko-abetka-keywords.yaml	100644	ab29e4b8174c07b9abaccc189c3187b23fb96744	7888	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/ohoiko-corpus-intake.summary.md	100644	1b63b27571eb6e3ec2b9c55582121e010080c14d	4188	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/ohoiko-fmu-booster-vocabulary.yaml	100644	1ef59426fb8fbfcecf1d86af9a0e5f687348f67e	69980	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/ohoiko-june-a1-keywords.yaml	100644	4b6e8d439c12ba2f9dd2029e40bd867ca99804b7	4640	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/oneshot/ohoiko-ulp-curated-2026-07-19-bulk.yaml	100644	c9a8e4186e92d7c5a658ec23483ae8e0c991cb89	2378037	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/ohoiko-ulp-ocr-space-collapse-2026-08-14.yaml	100644	25648bc590051728ca8065ea83c4179b727c8305	900	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/ohoiko-ulp-paired-split-legs-2026-08-12.yaml	100644	bd3306e945fa1d59c045b629b92b4e68b57f7785	17938	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/ohoiko-ulp-paired-split-multiword-legs-2026-08-23.yaml	100644	779c6616cc09b6d4f56ee95fe3675369f2bc5a33	2035	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/private-teacher-lesson-vocabulary-2026-07-18-bulk.yaml	100644	4ec461f654240a7925514f7fbbfd4c2a16db0267	181753	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/private-teacher-lesson-vocabulary-2026-09-02-delta.yaml	100644	2c6169414ccbbdf584c1f48cd665e4accd0ad1ee	2472307	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/textbook-jsonl-curated-2026-07-19-bulk.summary.md	100644	fd3578abebabda05204cf47d7682e9fe5c0163b0	683	K	lexicon_source_inventories	committed intake summary records reviewed source selection and historical counts	judgment
data/lexicon/source-inventory/oneshot/textbook-jsonl-curated-2026-07-19-bulk.yaml	100644	617489d6d337409322f58c9029303ab2923ce474	13520323	K	lexicon_source_inventories	preserve decision-bound one-shot source records even when extraction contributed	judgment
data/lexicon/source-inventory/oneshot/textbook-leftover-residual-census-6371.json	100644	4e05d9aba3ab876db5c6b2b0b7e975554c9cfb17	263395	K	lexicon_source_inventories	frozen issue #6371 denominator and closure evidence, retained with its source inventories	judgment
data/lexicon/source-inventory/oneshot/textbook-leftover-residual-census-6371.md	100644	98ddf9e506b08bc1da0ccf743adcb82ca9875193	3581	K	lexicon_source_inventories	frozen issue #6371 denominator and closure evidence, retained with its source inventories	judgment
data/lexicon/source-inventory/pos-balanced-grammar-sample.yaml	100644	b8e762d18aedf701a8094e5d56e4a8f7b039aadf	7530	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-seed.yaml	100644	c756fe0f342d2fab813f6bd6d17904ca3e31c14d	10187	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-119-138.yaml	100644	4e0239422a5b625c8b965cc306bf7490ba227209	6048	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-139-158.yaml	100644	25d27a496097f9c08fc12629f8e45af9aa1a36be	5409	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-159-178.yaml	100644	4de893d898d6a0f32a4ed8322b456b85daaa1d07	5334	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-179-198.yaml	100644	92f461b06d114c658d459b27f2ae30d8c482b8eb	5683	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-199-218.yaml	100644	db84313a8446c46a639a551fecbfbb1a27b79a24	5393	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-219-238.yaml	100644	5f7225413633ab05a52cbc2683bc7b4dbf037a7e	5009	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-239-258.yaml	100644	313482dc88b0f83417f56d1fb540367bc62b2419	5043	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-259-278.yaml	100644	6f0e70a7994f3370fc653b0c484a8fcb57e5060d	5310	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-279-298.yaml	100644	7a09bc3e804f17bfecdaf5025c7bda3e2db1c08a	4942	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-299-610.yaml	100644	526b5b8709abf767cd934ad5d9ba25fb232cb03c	62595	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-39-58.yaml	100644	dd2c0478effdcaf4213e7769fb7effd97e8d570d	6178	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-59-78.yaml	100644	a66d19a5a4fdb704caebacbe14916afb97bc3250	5421	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-611-1154.yaml	100644	38ed01bf553255880d459c2935040eb6609d2ebd	124801	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-79-98.yaml	100644	d847c881b18caed40bae9648996485743d807287	5659	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/private-teacher-lesson-vocabulary-table-1-rows-99-118.yaml	100644	aa04b4cbcce9a395669eae2dac28d758c61717fe	5351	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/vashulenko-grade3-family-numerals.yaml	100644	b66d1c771dfad3b6717f19e284f6e3f76ab0c7a3	8252	K	lexicon_source_inventories	curated source inventory or reviewed source record	rule
data/lexicon/source-inventory/vashulenko-grade3-headwords.yaml	100644	c1f65496273ef80262fc024f2cc839fb87c06759	8816	K	lexicon_source_inventories	committed source seed required by review validation, unlike generated headword pools	judgment
data/lexicon/stem_slice_2a_candidates.json	100644	20ceeed9a71591287ca7dded19a7c70ccd8aae2c	58294	A	lexicon_candidates	external; regenerable with source databases and candidate scripts	rule
data/lexicon/synonym_pair_verdicts.yaml	100644	1333397f23a38de167795575f31f974931c5a828	383643	K	lexicon_curated	curated lexical pair inventory verdict or worksheet	rule
data/lexicon/textbook-end-dictionaries/inventory.json	100644	8b8e5aeec5450851bbd69d5397f3dc3a093c8763	486294	A	lexicon_end_dictionaries	external; regenerable with the exact textbook extraction inputs	rule
data/lexicon/textbook-end-dictionaries/sections.json	100644	461d9d26fbf93a88bbcff65f45f828b50a260b1c	10598	A	lexicon_end_dictionaries	external; regenerable with the exact textbook extraction inputs	rule
data/lexicon/vesum_inflection_aliases.json	100644	f89883238fb4214123d0d1715aaa9c24fedfed72	21325	K	lexicon_curated	curated inflection alias record	rule
data/lt_replacements.json	100644	b5e8214a2a7c998c756b106d811284e55a854cf7	995788	K	reference_inputs	curated replacement map	rule
data/miyklas/grammar_index.yaml	100644	995d1d78d5304c7bcd692d0ba8ea92ad24a249cb	34945	K	reference_inputs	curated MiyKlas grammar index	rule
data/pidruchnyk_urls.yaml	100644	cd17b0c3cf073635d21c3a92565c56cad9b58b65	14968	K	reference_inputs	curated textbook source register	rule
data/practice/adjective_mechanics_deck.json	100644	90c37c3d608b5aba3a0028e00f125e229b7a4eac	242949	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/adverb_mechanics_deck.json	100644	bba0ede5b36a9fd0d83fb5aab50701b652b86481	216172	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/function_words_deck.json	100644	0f8a17b9965d287ce4629bfbdbd87d202cab65c8	101305	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/interjection_mechanics_deck.json	100644	efe7d1c10c43d22fcf4fdab9d3ea59f8d59f5e06	161291	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/noun_mechanics_deck.json	100644	f69acfb985d04c7cb5d02a6a95b6c306a1f93565	161175	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/numeral_mechanics_deck.json	100644	d857fb040e5840dfb12129efa816f91b3c4b6d33	207437	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/pronoun_mechanics_deck.json	100644	f566aa1152af875dd6c528f10c2711ff279f43f6	184236	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/textbook-error-corrections.json	100644	1e4c1c855ae2980c948b7690ae9e92f216e0585a	193989	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/verb_mechanics_deck.json	100644	936fcf607a9af0bc2687b608dd986840c4dcfc7e	305742	K	practice_reviewed	committed deck or reviewed practice correction used by parity gates	rule
data/practice/zno-markup-overlay.json	100644	65e03d545b065c413d0bcb07c3742d2186b55e2d	19738	K	practice_reviewed	reviewed ZNO markup overlay	rule
data/primary_text_sources.yaml	100644	41f37a14fbb0dde298a1a058d3c0715eee48bfd3	1123	K	reference_inputs	curated primary text source register	rule
data/processed/esum_vol1.jsonl	100644	e884d19136cda6fab91be2cb95292c579cb9fad9	4332766	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/processed/esum_vol2.jsonl	100644	4b31f2497c3faaf04c5927e0525cc94d6d7ee323	4141293	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/processed/esum_vol3.jsonl	100644	be1bf64b04a2d731447ede5b66178d0329f49425	3663818	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/processed/esum_vol4.jsonl	100644	f1fe7fb3493b0da0d7dd3e03dc644f422ba5d253	4032657	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/processed/esum_vol5.jsonl	100644	f20caadeb96a8f355334671ba4cdf662a52dfdf1	4481001	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/processed/esum_vol6.jsonl	100644	8dab06ff73e68d9ce60feb8833ea436a91c009e9	3840348	A	esum_ocr	esum_ingest.py; regenerable with external OCR inputs	rule
data/projects/open_model_data/adjudication/language_contact_frame_receipt_v1.json	100644	508d0d82dd748c498f176e00595e33493f62ccb7	1772	K	open_model_controls	reviewed adjudication record	rule
data/projects/open_model_data/adjudication/language_contact_sampling_plan_pending_v1.json	100644	cea8ee084a028e49e33b355eedd610ac21a01c0e	3000	K	open_model_controls	pending adjudication plan	rule
data/projects/open_model_data/admission/dataset_v4_a10_pilot_review_gate_receipt_v1.json	100644	e7fdcd03f1abbceecc04c5082d64f5b5c0a912fd	161519	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a11_silver_release_gate_receipt_v1.json	100644	f9b9a7c87bb7c296119a0d3dff62680c6a681c4e	171923	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a12_gold_overlay_gate_receipt_v1.json	100644	2a44f288a129b0e9343fb30207b5c3c5837f614c	190551	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a13_cleanup_recovery_receipt_v1.json	100644	adf03556c2d503472c4897e985778683aaa403c8	177557	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a2_source_operation_admission_receipt_v1.json	100644	16a283976836bfb9af2d938f644924ed2cded89a	34028	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a3_builder_packet_receipt_v1.json	100644	e056f699c52da80622406eb11d134ffa2c5c4252	1879	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a3_heldout_source_family_seal_receipt_v1.json	100644	e2ba30e8ab7f9e6090a8f2d6cda9c65e4c7fa1a0	15254	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a4_deterministic_extraction_receipt_v1.json	100644	5263d6aea5611b5bfc108a1b22ba78af984ca137	14332	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a5_evidence_enrichment_receipt_v1.json	100644	97bab9def2e5e8d9b9b87a241d2bcef6152afbe7	13429	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a6_blind_arena_receipt_v1.json	100644	493a2263a9d4029421819db5a5060243da507adb	88387	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a7_original_row_factory_receipt_v1.json	100644	ad35c6749452198bf2fced40985f72131fa86280	92202	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a8_admission_assembly_receipt_v1.json	100644	031ff3e9b5e362379efb6dd8987a1775e0af5e8f	124423	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_a9_evaluation_package_receipt_v1.json	100644	5c710325c5c08b30dba61ec9d4784a2a5b58f118	138974	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_per_slot_private_factory_receipt_v1.json	100644	c31406330788a6237a972922ac9652cea7042fd4	22502	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_pilot_slot_manifest_v1.json	100644	22507ffa3a39f5479ab6bc9e95732b55d29899b1	3652	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_public_slot_commitment_assignment_receipt_v1.json	100644	440137c49baeb2a44c6c9606664715cecf3c6ac1	55372	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/dataset_v4_source_byte_ingestion_admission_receipt_v1.json	100644	3acbe17b377f9c83cfca52dd7af8311375f944de	3206	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_babych_acoustic_excerpt_candidate_v1.json	100644	6456283c7de1663e458916203b9ef04e0400e86a	4793	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_complete_source_policy_v4.json	100644	1bc8095d5bfd3861975213fe5d95aad3a399763b	47644	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_donnu_2023_morphemics_word_formation_candidate_v1.json	100644	b66b9cd760e32f676022b583bb91d35e889b0771	18713	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_historical_evidence_spine_v1.json	100644	8ddf396a1411c10f698ed51620450008bd936ca7	23306	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_historical_evidence_spine_v2.json	100644	583507bf4cb47ba4deab75cf6a7f5f5d45e05966	22760	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_historical_full_materialization_gate_v1.json	100644	115ac7fd77fed1c1475834c47f3bd8aefbc19ab3	4133	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_historical_periodization_freeze_v1.json	100644	b64ab938bf54d916e16aad929f68a55e6c7e3318	25096	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_historical_protection_channels_v1.json	100644	026aa5e9b2c362bbeeb093376e1426d4efecb9a9	15209	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_live_ingest_gate_v1.json	100644	7c2efedee2ada1d70bd28fe7ed4b002d30da0ee7	4086	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_lnu_2024_phonetics_phonology_candidate_v1.json	100644	be460908edccab2ec88bb9344205f1c4c096bdaa	7674	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_minchak_phonetics_candidate_v1.json	100644	3b0398603f18eb09ac2e86e490875add3aca36b2	4718	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_modern_contact_channels_v1.json	100644	a58ece34bd7b5c01800f0b81cbf0586373246fde	8340	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_p4_pilot_construction_v1.json	100644	1117c3a6e31d2972fd83e407ac824b8ce9761e0a	5868	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_pliush_2005_canonical_grammar_candidate_v1.json	100644	fbc3407e9fefed4b263f251056ad186a2a197863	11772	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_university_content_audit_freeze_v1.json	100644	83cf984b5379ee3fb5dbacba7585dab378f89671	20673	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_university_source_policy_v3.json	100644	2d3c756c73a5d074dfce14a0cc7bc458b00014be	16313	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_uzhnu_2023_morphemology_derivatology_candidate_v1.json	100644	4ab731785f0d3da1b6409428f829d65aee811c76	6345	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_uzhnu_2023_phonetics_orthoepy_candidate_v1.json	100644	5cebb505a21a02a67e9f43f8702b82532bef7dc4	6767	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_vspu_2025_morphemics_word_formation_candidate_v1.json	100644	d92dc0e6f731ad483c3636971c95c623e5763f8b	12933	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_vspu_additive_university_source_policy_v3.json	100644	e2c8ef7a31c70fd8dcd732b56020c1439025b951	1174	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_vspu_modern_theory_candidate_v1.json	100644	d29af69e6a80f3d7489a8676fb88b061a5520fe7	4441	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_vspu_post_ingest_audit_v1.json	100644	9c1ab66a89d54c2303cec5d4714abdf3a2c29e88	2524	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_vspu_source_materialization_v1.json	100644	5c7c56a82eaa11ac205706783f1451e38d45ec77	4426	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_wave_l_modern_phonetics_reviewed_v1.json	100644	b256bf43c1eec40cb98bb4ff505bbe73e5d0d292	5345	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/phase3_zhdu_2026_lexicology_phraseology_candidate_v1.json	100644	237ea6d378db8ce3ad24782bc1bf4b1d3e6c6ca1	9590	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/public_external_accepted_admission_receipt_v1.json	100644	7c973bcfd9a40d6815277d542eb8a296ba11050c	4755	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/public_external_full_corpus_admission_v1.json	100644	699397470f3540d00c156d75e68d7c4c48211ce4	3162	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/public_external_operator_decision_packet_v1.json	100644	9df14724029eaf3e32bbebd1d635f3a2b5b02e00	4837	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/admission/wikipedia_primary_rights_evidence_v1.json	100644	c8384bee1334d7fcab72689092dd0ab25142a7c3	11985	K	open_model_controls	source admission decision or receipt	rule
data/projects/open_model_data/archive/quarantined_historical/README.md	100644	033e533b4cb5bf97d20f01d767189c4a37b54fc2	1034	K	open_model_archive_evidence	archive documentation	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/QUARANTINE_NOTICE.md	100644	bb11410e9d91e958fb9b3c03fb0f4fbef1f59de7	1991	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/kyivan_rus_epigraphic_eval.jsonl	100644	547401e8bf199737beddedd4cf2aa92dff54bf2d	788864	A	open_model_archive_payload	v5_mine_kyivan_rus_epigraphy.py or v5_mine_middle_ukrainian.py; regenerable with external sources; quarantined	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/kyivan_rus_epigraphic_eval.sha256	100644	ecde4b26085922d9d051d145d41dcd250c678b13	99	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/release_receipt.json	100644	5388af97239310d8641a7a7e44bdc8c5a813ac8c	1526	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/release_receipt.json.sha256	100644	bcb22c9416751916b2bc0fae9e170fcdaf71cfb0	87	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/sft/manifest.json	100644	22fed595baca223f4bd86672712efc8caca9aaa9	5243	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/sft/manifest.json.sha256	100644	a5400cae2d09a526519adaa8c67f5e7b674a924d	80	K	open_model_archive_evidence	quarantine decision receipt manifest or hash	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/sft/sft_shard_001_of_030.jsonl	100644	cc60b0c5dd6c32928a6734613fa7c1bb3cc71dd5	1137584	A	open_model_archive_payload	v5_mine_kyivan_rus_epigraphy.py or v5_mine_middle_ukrainian.py; regenerable with external sources; quarantined	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/sft/sft_shard_002_of_030.jsonl	100644	17a516ef88f269482c8322ed9f460bb254413dac	1134024	A	open_model_archive_payload	v5_mine_kyivan_rus_epigraphy.py or v5_mine_middle_ukrainian.py; regenerable with external sources; quarantined	rule
data/projects/open_model_data/archive/quarantined_historical/uldr_v04a_kyivan_rus/sft/sft_shard_003_of_030.jsonl	100644	2c0ed8b48445febab289cf2ff2535f3de733bae0	1201234	A	open_model_archive_payload	v5_mine_kyivan_rus_epigraphy.py or v5_mine_middle_ukrainian.py; regenerable with external sources; quarantined	rule
